Timestamp;PIDout;MotorSpeed;DrivePower
33539089;1.500000E+002;4.250000E+003;6.342300E+000
33540085;1.570000E+002;4.243000E+003;6.342300E+000
33541089;1.730000E+002;4.227000E+003;6.342300E+000
33542090;1.320000E+002;4.268000E+003;6.342300E+000
33543089;1.320000E+002;4.243000E+003;6.342300E+000
33544104;1.570000E+002;4.243000E+003;6.342300E+000
33545090;1.570000E+002;4.243000E+003;6.342300E+000
33546086;1.750000E+002;4.241000E+003;6.293700E+000
33547087;1.610000E+002;4.239000E+003;6.293700E+000
33548091;1.550000E+002;4.245000E+003;6.293700E+000
33549085;1.520000E+002;4.248000E+003;6.293700E+000
33550092;1.500000E+002;4.250000E+003;6.293700E+000
33551085;1.520000E+002;4.248000E+003;6.293700E+000
33552089;1.710000E+002;4.229000E+003;6.293700E+000
33553090;1.710000E+002;4.229000E+003;6.293700E+000
33554241;1.420000E+002;4.245000E+003;6.293700E+000
33555089;1.610000E+002;4.245000E+003;6.293700E+000
33556091;1.500000E+002;4.250000E+003;6.293700E+000
33557087;1.610000E+002;4.239000E+003;6.293700E+000
33558088;1.590000E+002;4.241000E+003;6.293700E+000
33559092;1.730000E+002;4.227000E+003;6.293700E+000
33560088;1.670000E+002;4.233000E+003;6.293700E+000
33561084;1.590000E+002;4.241000E+003;6.293700E+000
33562085;1.590000E+002;4.241000E+003;6.293700E+000
33563089;1.500000E+002;4.250000E+003;6.293700E+000
33564089;1.570000E+002;4.248000E+003;6.293700E+000
33565092;1.570000E+002;4.243000E+003;6.293700E+000
33566100;1.630000E+002;4.237000E+003;6.293700E+000
33567085;1.320000E+002;4.268000E+003;6.293700E+000
33568088;1.500000E+002;4.250000E+003;6.293700E+000
33569089;1.520000E+002;4.248000E+003;6.293700E+000
33570087;1.590000E+002;4.241000E+003;6.293700E+000
33571088;1.590000E+002;4.237000E+003;6.293700E+000
33572091;1.630000E+002;4.237000E+003;6.293700E+000
33573091;1.780000E+002;4.222000E+003;6.293700E+000
33574087;1.590000E+002;4.241000E+003;6.293700E+000
33575087;1.570000E+002;4.243000E+003;6.293700E+000
33576091;1.460000E+002;4.254000E+003;6.293700E+000
33577101;1.550000E+002;4.245000E+003;6.293700E+000
33578086;1.590000E+002;4.241000E+003;6.293700E+000
33579090;1.590000E+002;4.241000E+003;6.293700E+000
33580085;1.590000E+002;4.243000E+003;6.293700E+000
33581088;1.570000E+002;4.243000E+003;6.293700E+000
33582089;1.460000E+002;4.254000E+003;6.415464E+000
33583084;1.480000E+002;4.252000E+003;6.415464E+000
33584085;1.650000E+002;4.235000E+003;6.415464E+000
33585088;1.590000E+002;4.241000E+003;6.415464E+000
